prdctClsfcNo,prdctClsfcNoNm,prdctClsfcNoEngNm,prdctClsfcNoNmDscrpt,,
99721416,융복합대량수송수단시설공사,Convergence mass transit system construction services,"일반 대중을 대량으로 수송하는 교통수단인 철도, 지하철 등의 대량 운송수단을 원활하게 운영하기 위하여 설치하는 선로, 궤도 및 노반시설을 건설하는 업. '대량수송수단시설공사'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.",,
99721490,융복합토목공사,Convergence heavy construction services,토목시설물을 건설하는 공사. '토목공사'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.,,
99721491,융복합조경공사,Convergence landscape construction services,경관 및 환경 관련 공사. '조경공사'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.,,
99721510,"융복합보일러,노설치및유지서비스",Convergence boiler and furnace construction and maintenance services,"석유·석탄 등의 연료를 연소시켜 그 연소열을 물에 전하여 증기를 발생시키는 장치 및 물품을 가열하거나 용해할 목적으로 일정한 공간을 둘러싸고 가열체를 장치한 설비를 설치·유지·보수하는 업. '보일러,노설치및유지서비스'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.",,
99721511,융복합배관공사,Convergence plumbing construction services,"건물축조에 관련되는 배관설비의 설치·보수공사를 수행하는 용역으로, 여기에는 건물과 결합된 스프링클러 설비, 하수시설 및 정화조공사가 이에 속하나, 토목공사의 성격을 갖는 하수관 및 하수처리시설의 건설은 제외함. '배관공사'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.",,
99721512,융복합냉난방.환풍.공기조절시스템설치용역,Convergence heating and cooling and air conditioning hvac construction services,"건물축조에 관련되는 냉·난방 및 공기조절설비의 설치·유지·보수공사를 수행하는 용역으로, 여기에는 냉난방공조 및 분배설비대여 업도 이에 속함. '냉난방.환풍.공기조절시스템설치용역'과 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.",,
99721513,융복합도장및도배공사,Convergence painting and paper hanging services,"건물, 구축물 및 구조물 등의 도배 및 도장공사를 수행하는 용역. '도장및도배공사'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.",,
99721515,융복합전기시스템서비스,Convergence electrical system services,"건물이나 구조물에 사용되는 전력, 조명 설치·유지·보수 및 개폐장치 등 전기 공사와 관련된 용역으로, 여기에는 일반전기 소방설비공사도 이에 속함. '전기시스템서비스'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.",,
99721516,융복합전기통신공사,Convergence specialized communication system services,"유선, 무선 및 기타 전자식 방식에 의하여 모든 종류의 기호, 부호, 문헌, 음향, 영상 또는 기타 정보를 송·수신하거나 전달하는 용역으로, 전화, 전신 및 부가통신과 통신망의 유지활동이 이에 속함. '전기통신공사'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.",,
99721519,융복합조적및석공사,Convergence masonry and stonework services,"건물 및 기타 구축물의 축조와 관련하여 벽체나 기초 등을 시멘트블록·벽돌, 석재 등의 재료를 각각 모르타르 등의 교착제로 부착시키거나 장치하여? 쌓거나 축조하는 공사. '조적및석공사'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.",,
99721522,융복합타일및대리석공사,Convergence terrazzo tile and marble and mosaic services,"구조물 등에 점토, 고령토, 대리석을 주된 원료로 제조된 타일을 붙이는 공사. '타일및대리석공사'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.",,
99721523,융복합목공사,Convergence carpentry services,"목재의 가공, 조립, 설치에 관한 용역으로서, 여기에는 각종 목조 건축공사, 철근 콘크리트구조나 철골구조 등의 기초목공사, 형틀 목공사 등이 이에 속함. '목공사'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.",,
99721524,융복합창호설치및조립공사,Convergence window and door installation and erection services,"각종 금속재, 합성수지, 유리 등으로 된 창 또는 문을 건축물 등에 설치 및 조립하는 공사. '창호설치및조립공사'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.",,
99721525,융복합바닥공사업,Convergence floor laying services,건물 내에 바닥재료를 평평하게 깔아 사람이 앉거나 보행하도록 만드는 공사. '바닥공사업'과 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.,,
99721526,융복합지붕판금공사,Convergence roofing and siding and sheet metal services,"기와, 슬레이트, 금속판, 아스팔트싱글 등으로 지붕을 설치하는 공사, 건축물 등에 판금을 설치하는 공사 및 외벽판자, 물받이통과 물홈통 설치공사 등이 이에 속함. '지붕판금공사'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.",,
99721527,융복합콘크리트공사및보수공사,Convergence concrete installation and repair services,전문직별 건설업자가 콘크리트공사를 수행하는 업. '콘크리트공사및보수공사'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.,,
